*******************************************************************************,
"2387606.500000000, A.D. 1824-Dec-11 00:00:00.0000, -3.139494570125584E+09, -2.516625560961888E+10, -9.228844699559357E+09,  3.821704101941677E-01,  2.886395314330378E+00,  1.159315689898313E+00,  9.002328396726454E+04,  2.698830157777822E+10, -3.132421223866632E+00,",
"2387971.500000000, A.D. 1825-Dec-11 00:00:00.0000, -3.127431864699766E+09, -2.507514543854368E+10, -9.192253422699507E+09,  3.828421512471150E-01,  2.891780456446918E+00,  1.161290180679913E+00,  8.969347309693971E+04,  2.688942676628843E+10, -3.138185229318483E+00,",
"2388336.500000000, A.D. 1826-Dec-11 00:00:00.0000, -3.115347899088026E+09, -2.498386481201959E+10, -9.155599658328167E+09,  3.835187319970552E-01,  2.897205615210682E+00,  1.163278651450155E+00,  8.936305366242783E+04,  2.679036951184514E+10, -3.143991772325204E+00,",
"2388701.500000000, A.D. 1827-Dec-11 00:00:00.0000, -3.103242519724349E+09, -2.489241245977032E+10, -9.118882962746773E+09,  3.842002131827111E-01,  2.902671319422972E+00,  1.165281282158571E+00,  8.903202115974764E+04,  2.669112846418875E+10, -3.149841412637961E+00,",
"2389067.500000000, A.D. 1828-Dec-11 00:00:00.0000, -3.091082316738833E+09, -2.480053582746873E+10, -9.082002031726650E+09,  3.848885491636118E-01,  2.908193249250393E+00,  1.167303800761998E+00,  8.869946154241695E+04,  2.659142959907765E+10, -3.155750924822237E+00,",
"2389432.500000000, A.D. 1829-Dec-11 00:00:00.0000, -3.078933581225093E+09, -2.470873566616849E+10, -9.045157944211823E+09,  3.855800477694361E-01,  2.913741770781010E+00,  1.169335336673676E+00,  8.836718744218352E+04,  2.649181632983893E+10, -3.161688588586864E+00,",
"2389797.500000000, A.D. 1830-Dec-11 00:00:00.0000, -3.066762958342213E+09, -2.461675986325661E+10, -9.008249558805779E+09,  3.862766474420228E-01,  2.919332458552590E+00,  1.171381576539863E+00,  8.803428639075847E+04,  2.639201510536143E+10, -3.167671064280448E+00,",
"2390162.500000000, A.D. 1831-Dec-11 00:00:00.0000, -3.054570286260508E+09, -2.452460708023279E+10, -8.971276408903591E+09,  3.869784085313618E-01,  2.924965870572973E+00,  1.173442705746440E+00,  8.770075364347642E+04,  2.629202450323025E+10, -3.173698940529615E+00,",
"2390528.500000000, A.D. 1832-Dec-11 00:00:00.0000, -3.042321905171525E+09, -2.443202275247662E+10, -8.934136456818031E+09,  3.876873353380681E-01,  2.930658198452107E+00,  1.175524629028114E+00,  8.736566798160652E+04,  2.619156834901772E+10, -3.179789533458068E+00,",
"2390893.500000000, A.D. 1833-Dec-11 00:00:00.0000, -3.030084580020844E+09, -2.433951142714033E+10, -8.897032173088213E+09,  3.883996224962490E-01,  2.936378933619407E+00,  1.177616173873486E+00,  8.703085558992170E+04,  2.609119411914567E+10, -3.185910193422714E+00,",
"2391258.500000000, A.D. 1834-Dec-11 00:00:00.0000, -3.017824707773810E+09, -2.424681899255822E+10, -8.859861686624556E+09,  3.891172757523998E-01,  2.942144171823276E+00,  1.179723212796458E+00,  8.669539686770852E+04,  2.599062612425583E+10, -3.192078136572738E+00,",
"2391623.500000000, A.D. 1835-Dec-11 00:00:00.0000, -3.005542117967385E+09, -2.415394403577958E+10, -8.822624505611000E+09,  3.898403736561937E-01,  2.947954516629752E+00,  1.181845948063567E+00,  8.635928680755651E+04,  2.588986286316433E+10, -3.198294001705992E+00,",
"2391989.500000000, A.D. 1836-Dec-11 00:00:00.0000, -2.993202892473088E+09, -2.406062991474877E+10, -8.785217835332756E+09,  3.905709934343587E-01,  2.953826689073180E+00,  1.183990464149741E+00,  8.602159678021622E+04,  2.578862593982590E+10, -3.204575666834905E+00,",
"2392354.500000000, A.D. 1837-Dec-11 00:00:00.0000, -2.980874283237158E+09, -2.396738508764830E+10, -8.747845577972095E+09,  3.913052123180920E-01,  2.959729231598842E+00,  1.186145252540341E+00,  8.568416693059803E+04,  2.568746701580630E+10, -3.210889471690993E+00,",
"2392719.500000000, A.D. 1838-Dec-11 00:00:00.0000, -2.968522430644008E+09, -2.387395337857929E+10, -8.710405110318623E+09,  3.920450896305225E-01,  2.965678775449026E+00,  1.188316369689514E+00,  8.534607029468837E+04,  2.558610819428541E+10, -3.217253199175806E+00,",
"2393084.500000000, A.D. 1839-Dec-11 00:00:00.0000, -2.956147155039188E+09, -2.378033329486396E+10, -8.672895913887407E+09,  3.927907039971459E-01,  2.971675985051095E+00,  1.190504040911736E+00,  8.500730158412631E+04,  2.548454788985252E+10, -3.223667552509620E+00,",
"2393450.500000000, A.D. 1840-Dec-11 00:00:00.0000, -2.943714272000737E+09, -2.368626604683835E+10, -8.635214412768639E+09,  3.935442098718064E-01,  2.977738165311405E+00,  1.192714556272505E+00,  8.466692451097323E+04,  2.538250541044511E+10, -3.230151031566693E+00,",
"2393815.500000000, A.D. 1841-Dec-11 00:00:00.0000, -2.931291535282844E+09, -2.359226412446181E+10, -8.597565982804811E+09,  3.943015767743652E-01,  2.983832871110014E+00,  1.194936062316263E+00,  8.432679360828895E+04,  2.528053673108763E+10, -3.236668927729003E+00,",
"2394180.500000000, A.D. 1842-Dec-11 00:00:00.0000, -2.918844819948951E+09, -2.349806921746192E+10, -8.559847224295079E+09,  3.950649366320048E-01,  2.989977285466573E+00,  1.197174801391431E+00,  8.398597430015815E+04,  2.517836167296924E+10, -3.243239608584934E+00,",
"2394545.500000000, A.D. 1843-Dec-11 00:00:00.0000, -2.906373935812102E+09, -2.340367974717208E+10, -8.522057590133641E+09,  3.958343646139555E-01,  2.996172113715985E+00,  1.199431006468395E+00,  8.364446099514370E+04,  2.507597855981925E+10, -3.249863817483353E+00,",
"2394911.500000000, A.D. 1844-Dec-11 00:00:00.0000, -2.893844423110236E+09, -2.330883470259549E+10, -8.484092698100476E+09,  3.966120718272974E-01,  3.002435271817802E+00,  1.201711177471474E+00,  8.330130948596023E+04,  2.497310432541473E+10, -3.256560700444677E+00,",
"2395276.500000000, A.D. 1845-Dec-11 00:00:00.0000, -2.881324553524598E+09, -2.321405073409800E+10, -8.446159442768147E+09,  3.973938951613950E-01,  3.008733291025332E+00,  1.204003110237374E+00,  8.295838915025431E+04,  2.487029939507527E+10, -3.263294462209227E+00,",
"2395641.500000000, A.D. 1846-Dec-11 00:00:00.0000, -2.868779928836263E+09, -2.311906732284451E+10, -8.408153622361047E+09,  3.981820463415630E-01,  3.015083975827673E+00,  1.206313266916931E+00,  8.261475753798570E+04,  2.476728122938676E+10, -3.270084132310408E+00,",
"2396006.500000000, A.D. 1847-Dec-11 00:00:00.0000, -2.856210347968920E+09, -2.302388279588766E+10, -8.370074658148700E+09,  3.989766213231817E-01,  3.021488094065376E+00,  1.208641902442112E+00,  8.227040872539478E+04,  2.466404805245075E+10, -3.276930522024692E+00,",
"2396372.500000000, A.D. 1848-Dec-11 00:00:00.0000, -2.843581066004116E+09, -2.292823384052584E+10, -8.331817333582360E+09,  3.997799146404214E-01,  3.027964197602063E+00,  1.210995731725894E+00,  8.192439030097341E+04,  2.456031433848018E+10, -3.283853451391920E+00,",
"2396737.500000000, A.D. 1849-Dec-11 00:00:00.0000, -2.830960888118517E+09, -2.283264140227007E+10, -8.293590108644002E+09,  4.005876240848152E-01,  3.034477706674481E+00,  1.213362160566396E+00,  8.157858696393014E+04,  2.445664510608337E+10, -3.290815943057817E+00,",
"2397102.500000000, A.D. 1850-Dec-11 00:00:00.0000, -2.818315133036192E+09, -2.273684267543217E+10, -8.255287952672784E+09,  4.014020256123519E-01,  3.041047074287230E+00,  1.215747874167825E+00,  8.123204811308345E+04,  2.435275537219555E+10, -3.297837712880182E+00,",
"2397467.500000000, A.D. 1851-Dec-11 00:00:00.0000, -2.805643588141943E+09, -2.264083588505378E+10, -8.216910252974101E+09,  4.022232213045906E-01,  3.047673153405572E+00,  1.218153160702243E+00,  8.088476746550806E+04,  2.424864325324309E+10, -3.304919663269978E+00,",
"2397833.500000000, A.D. 1852-Dec-11 00:00:00.0000, -2.792911213690768E+09, -2.254435533182356E+10, -8.178350929468415E+09,  4.030536015516831E-01,  3.054375201452022E+00,  1.220584981756424E+00,  8.053578410527382E+04,  2.414402067387737E+10, -3.312082365316222E+00,",
"2398198.500000000, A.D. 1853-Dec-11 00:00:00.0000, -2.780187365415904E+09, -2.244792639814729E+10, -8.139820056458897E+09,  4.038887413956965E-01,  3.061117470022746E+00,  1.223030336838819E+00,  8.018699855496181E+04,  2.403945739643444E+10, -3.319287602402744E+00,",
"2398563.500000000, A.D. 1854-Dec-11 00:00:00.0000, -2.767437068102351E+09, -2.235128390700188E+10, -8.101211745199301E+09,  4.047310052234603E-01,  3.067919076605960E+00,  1.225496132141363E+00,  7.983745176289469E+04,  2.393466590445463E+10, -3.326555793535181E+00,",
"2398928.500000000, A.D. 1855-Dec-11 00:00:00.0000, -2.754660095540382E+09, -2.225442597282218E+10, -8.062525346402993E+09,  4.055804908300438E-01,  3.074780932283014E+00,  1.227982667113454E+00,  7.948713705659090E+04,  2.382964419757827E+10, -3.333887898350420E+00,",
"2399294.500000000, A.D. 1856-Dec-11 00:00:00.0000, -2.741821102114594E+09, -2.215708442073526E+10, -8.023653886441002E+09,  4.064396581990131E-01,  3.081723033898930E+00,  1.230497156007576E+00,  7.913508470152339E+04,  2.372410155670790E+10, -3.341305269393898E+00,",
"2399659.500000000, A.D. 1857-Dec-11 00:00:00.0000, -2.728990012954381E+09, -2.205978922223363E+10, -7.984809107029320E+09,  4.073039283336107E-01,  3.088708420174138E+00,  1.233026184235480E+00,  7.878321158327931E+04,  2.361861264968538E+10, -3.348768403498157E+00,",
"2400024.500000000, A.D. 1858-Dec-11 00:00:00.0000, -2.716131549242126E+09, -2.196227273942200E+10, -7.945884230767210E+09,  4.081757616753834E-01,  3.095756957092903E+00,  1.235576919177115E+00,  7.843054988359037E+04,  2.351288733189317E+10, -3.356298515559435E+00,",
"2400389.500000000, A.D. 1859-Dec-11 00:00:00.0000, -2.703245470522525E+09, -2.186453296516532E+10, -7.906878567981674E+09,  4.090552803441485E-01,  3.102869637762970E+00,  1.238149686393514E+00,  7.807709250189654E+04,  2.340692347463693E+10, -3.363896653051373E+00,",
"2400755.500000000, A.D. 1860-Dec-11 00:00:00.0000, -2.690296113475842E+09, -2.176629915172335E+10, -7.867684218000647E+09,  4.099450393130613E-01,  3.110067234067043E+00,  1.240751958647536E+00,  7.772186054073994E+04,  2.330042761184164E+10, -3.371584987919200E+00,",
"2401120.500000000, A.D. 1861-Dec-11 00:00:00.0000, -2.677353991384838E+09, -2.166810601980090E+10, -7.828514645275236E+09,  4.108402871470349E-01,  3.117311465412121E+00,  1.243369862597938E+00,  7.736678781542445E+04,  2.319397948675055E+10, -3.379322614108611E+00,",
"2401485.500000000, A.D. 1862-Dec-11 00:00:00.0000, -2.664383510490310E+09, -2.156968337555831E+10, -7.789262151494658E+09,  4.117435637065653E-01,  3.124622994084033E+00,  1.246010838903568E+00,  7.701089740529480E+04,  2.308728622591916E+10, -3.387131588991346E+00,",
"2401850.500000000, A.D. 1863-Dec-11 00:00:00.0000, -2.651384415563721E+09, -2.147102907915265E+10, -7.749926003188150E+09,  4.126550000216813E-01,  3.132002936984308E+00,  1.248675260483279E+00,  7.665418174314784E+04,  2.298034556075702E+10, -3.395013092232654E+00,",
"2402216.500000000, A.D. 1864-Dec-11 00:00:00.0000, -2.638320714094680E+09, -2.137186970567147E+10, -7.710397336926096E+09,  4.135772694648953E-01,  3.139472932570162E+00,  1.251370901709335E+00,  7.629565240018799E+04,  2.287286116776596E+10, -3.402990217682882E+00,",
"2402581.500000000, A.D. 1865-Dec-11 00:00:00.0000, -2.625263527731927E+09, -2.127274489330191E+10, -7.670891397453880E+09,  4.145054769337042E-01,  3.146993306968788E+00,  1.254083408045894E+00,  7.593726071647169E+04,  2.276541804397789E+10, -3.411020583376689E+00,",
"2402946.500000000, A.D. 1866-Dec-11 00:00:00.0000, -2.612176934408940E+09, -2.117338178846163E+10, -7.631299529876973E+09,  4.154422689330859E-01,  3.154585539088457E+00,  1.256820490318439E+00,  7.557802030144395E+04,  2.265772047694378E+10, -3.419127109971390E+00,",
"2403311.500000000, A.D. 1867-Dec-11 00:00:00.0000, -2.599060661333163E+09, -2.107377810615096E+10, -7.591620953019833E+09,  4.163877761101686E-01,  3.162250834833125E+00,  1.259582541825187E+00,  7.521792307720614E+04,  2.254976604497055E+10, -3.427311066574342E+00,",
"2403677.500000000, A.D. 1868-Dec-11 00:00:00.0000, -2.585878373078271E+09, -2.097365763455225E+10, -7.551745803882800E+09,  4.173447618804962E-01,  3.170011750638064E+00,  1.262377648105221E+00,  7.485597069632259E+04,  2.244125545102652E+10, -3.435596516625454E+00,",
"2404042.500000000, A.D. 1869-Dec-11 00:00:00.0000, -2.572701821830536E+09, -2.087356511098442E+10, -7.511891170434642E+09,  4.183081512145035E-01,  3.177827158840641E+00,  1.265190961356942E+00,  7.449413266698392E+04,  2.233277913881320E+10, -3.443939537829015E+00,",
"2404407.500000000, A.D. 1870-Dec-11 00:00:00.0000, -2.559494744935066E+09, -2.077322491172312E+10, -7.471947403794492E+09,  4.192807135080207E-01,  3.185719457525201E+00,  1.268030508750726E+00,  7.413141273924007E+04,  2.222403844010929E+10, -3.452364027098707E+00,",
"2404772.500000000, A.D. 1871-Dec-11 00:00:00.0000, -2.546256850552826E+09, -2.067263459126955E+10, -7.431913669944282E+09,  4.202626090353784E-01,  3.193689962125353E+00,  1.270896715777614E+00,  7.376780227057723E+04,  2.211503076395432E+10, -3.460871369527318E+00,",
"2405138.500000000, A.D. 1872-Dec-11 00:00:00.0000, -2.532951445516024E+09, -2.057151503088563E+10, -7.391679065520189E+09,  4.212567160706190E-01,  3.201762185826645E+00,  1.273797982258565E+00,  7.340229257080084E+04,  2.200545371263552E+10, -3.469486637954762E+00,",
"2405503.500000000, A.D. 1873-Dec-11 00:00:00.0000, -2.519650934934568E+09, -2.047041625997351E+10, -7.351462588180637E+09,  4.222577489887045E-01,  3.209893416048545E+00,  1.276718910213351E+00,  7.303687199873883E+04,  2.189590338113329E+10, -3.478164224928145E+00,",
"2405868.500000000, A.D. 1874-Dec-11 00:00:00.0000, -2.506318701906385E+09, -2.036905976719364E+10, -7.311153555795408E+09,  4.232685678842483E-01,  3.218107044387486E+00,  1.279667865680171E+00,  7.267053403101090E+04,  2.178607802132941E+10, -3.486929076633416E+00,",
"2406233.500000000, A.D. 1875-Dec-11 00:00:00.0000, -2.492954435130620E+09, -2.026744293068442E+10, -7.270751076769676E+09,  4.242893463769283E-01,  3.226404557379613E+00,  1.282645339803290E+00,  7.230326940584130E+04,  2.167597485661336E+10, -3.495782760985717E+00,",
"2406599.500000000, A.D. 1876-Dec-11 00:00:00.0000, -2.479521069795046E+09, -2.016528359462597E+10, -7.230143163244630E+09,  4.253231103070287E-01,  3.234810553291274E+00,  1.285660105918940E+00,  7.193405863128621E+04,  2.156528825098941E+10, -3.504751503476105E+00,",
"2406964.500000000, A.D. 1877-Dec-11 00:00:00.0000, -2.466091688538701E+09, -2.006313728325648E+10, -7.189550791417385E+09,  4.263643995850627E-01,  3.243280636770190E+00,  1.288696188211110E+00,  7.156490963321670E+04,  2.145462016548991E+10, -3.513787915335095E+00,",
"2407329.500000000, A.D. 1878-Dec-11 00:00:00.0000, -2.452629303882447E+09, -1.996072246791630E+10, -7.148862201702815E+09,  4.274162007251527E-01,  3.251839229504394E+00,  1.291762290283970E+00,  7.119480515623270E+04,  2.134366563461808E+10, -3.522918029502490E+00,",
"2407694.500000000, A.D. 1879-Dec-11 00:00:00.0000, -2.439133581622814E+09, -1.985803633186422E+10, -7.108076439113379E+09,  4.284786858524317E-01,  3.260487960364609E+00,  1.294858942300639E+00,  7.082373525404723E+04,  2.123242167655207E+10, -3.532143559053484E+00,",
"2408060.500000000, A.D. 1880-Dec-11 00:00:00.0000, -2.425567068513383E+09, -1.975479354360120E+10, -7.067080385084564E+09,  4.295549982099116E-01,  3.269252595021356E+00,  1.297995313293513E+00,  7.045066914440476E+04,  2.112057927054586E+10, -3.541491962633928E+00,",
"2408425.500000000, A.D. 1881-Dec-11 00:00:00.0000, -2.412003551578373E+09, -1.965155534140923E+10, -7.026097069520309E+09,  4.306394690423147E-01,  3.278086978633147E+00,  1.301154837032004E+00,  7.007763509568095E+04,  2.100874647616125E+10, -3.550913990773043E+00,",
"2408790.500000000, A.D. 1882-Dec-11 00:00:00.0000, -2.398405657050563E+09, -1.954803703955581E+10, -6.985013608174235E+09,  4.317352475690052E-01,  3.287016694899979E+00,  1.304346612437059E+00,  6.970360462758421E+04,  2.089661496276364E+10, -3.560436909608914E+00,",
"2409155.500000000, A.D. 1883-Dec-11 00:00:00.0000, -2.384773024921293E+09, -1.944423560348526E+10, -6.943828974907400E+09,  4.328425480195215E-01,  3.296043534480986E+00,  1.307571214951829E+00,  6.932856702837512E+04,  2.078418151905433E+10, -3.570062602535490E+00,",
"2409521.500000000, A.D. 1884-Dec-11 00:00:00.0000, -2.371067794162797E+09, -1.933986237377315E+10, -6.902428869193518E+09,  4.339646587959822E-01,  3.305194475846009E+00,  1.310838207751515E+00,  6.895147968792863E+04,  2.067113357838119E+10, -3.579819805968961E+00,",
"2409886.500000000, A.D. 1885-Dec-11 00:00:00.0000, -2.357364482771902E+09, -1.923548453786170E+10, -6.861038455152685E+09,  4.350956554045288E-01,  3.314421429185453E+00,  1.314130356648235E+00,  6.857439204785468E+04,  2.055808554788201E+10, -3.589657214816055E+00,",
"2410251.500000000, A.D. 1886-Dec-11 00:00:00.0000, -2.343625313233587E+09, -1.913081410415680E+10, -6.819543674776214E+09,  4.362388055912461E-01,  3.323751241500517E+00,  1.317457186826680E+00,  6.819626387932134E+04,  2.044472557479836E+10, -3.599603427934167E+00,",
"2410616.500000000, A.D. 1887-Dec-11 00:00:00.0000, -2.329849898554942E+09, -1.902584779691866E+10, -6.777943423918548E+09,  4.373943488521167E-01,  3.333185948503847E+00,  1.320819362219400E+00,  6.781708362457126E+04,  2.033105019420177E+10, -3.609660589280955E+00,",
"2410982.500000000, A.D. 1888-Dec-11 00:00:00.0000, -2.315999951960133E+09, -1.892029346275847E+10, -6.736122164556411E+09,  4.385657586609650E-01,  3.342753915471947E+00,  1.324226914318886E+00,  6.743579626099950E+04,  2.021674311827225E+10, -3.619858904612927E+00,",
"2411347.500000000, A.D. 1889-Dec-11 00:00:00.0000, -2.302150752363656E+09, -1.881472448684811E+10, -6.694307279067255E+09,  4.397468890478067E-01,  3.352404977338403E+00,  1.327661899516953E+00,  6.705447328113066E+04,  2.010242536484548E+10, -3.630144872674115E+00,",
"2411712.500000000, A.D. 1890-Dec-11 00:00:00.0000, -2.288264098025875E+09, -1.870884940642205E+10, -6.652383480233959E+09,  4.409411612654769E-01,  3.362167306057667E+00,  1.331134271512456E+00,  6.667206212439229E+04,  1.998778138420026E+10, -3.640548486896934E+00,",
"2412077.500000000, A.D. 1891-Dec-11 00:00:00.0000, -2.274339570840623E+09, -1.860266467710579E+10, -6.610349577627105E+09,  4.421488095158893E-01,  3.372043166607366E+00,  1.334644760106197E+00,  6.628855029106940E+04,  1.987280742901632E+10, -3.651072125778990E+00,",
"2412443.500000000, A.D. 1892-Dec-11 00:00:00.0000, -2.260338437670255E+09, -1.849587447263196E+10, -6.568088736786198E+09,  4.433734578817359E-01,  3.382062450166414E+00,  1.338203911266429E+00,  6.590286971674433E+04,  1.975718330163654E+10, -3.661747605342742E+00,",
"2412808.500000000, A.D. 1893-Dec-11 00:00:00.0000, -2.246336771893882E+09, -1.838905864482323E+10, -6.525830649756824E+09,  4.446087073389615E-01,  3.392172834180433E+00,  1.341793065698691E+00,  6.551711489535713E+04,  1.964153691554752E+10, -3.672519146207395E+00,",
"2413173.500000000, A.D. 1894-Dec-11 00:00:00.0000, -2.232295927653246E+09, -1.828192207799321E+10, -6.483458739164799E+09,  4.458581905567736E-01,  3.402403999997575E+00,  1.345422686689431E+00,  6.513022029445252E+04,  1.952554883215540E+10, -3.683418341938955E+00,",
"2413538.500000000, A.D. 1895-Dec-11 00:00:00.0000, -2.218215451320067E+09, -1.817446092362989E+10, -6.440971716259929E+09,  4.471222070752121E-01,  3.412758466280702E+00,  1.349093575851770E+00,  6.474217234709296E+04,  1.940921498419462E+10, -3.694447838236096E+00,",
"2413904.500000000, A.D. 1896-Dec-11 00:00:00.0000, -2.204056137985311E+09, -1.806637548348296E+10, -6.398251383727530E+09,  4.484045710197141E-01,  3.423267723011119E+00,  1.352816791560554E+00,  6.435188924485844E+04,  1.929221105365987E+10, -3.705641132639034E+00,",
"2414269.500000000, A.D. 1897-Dec-11 00:00:00.0000, -2.189894887806366E+09, -1.795825236629721E+10, -6.355529841841031E+09,  4.496985686143944E-01,  3.433877052471945E+00,  1.356572856200739E+00,  6.396148950741993E+04,  1.917517215677063E+10, -3.716939904742382E+00,",
"2414634.500000000, A.D. 1898-Dec-11 00:00:00.0000, -2.175692587650063E+09, -1.784979260860566E+10, -6.312689159419130E+09,  4.510079987903489E-01,  3.444617798715939E+00,  1.360372787915190E+00,  6.356989394543622E+04,  1.905777476070164E+10, -3.728377500844980E+00,",
"2414999.500000000, A.D. 1899-Dec-11 00:00:00.0000, -2.161448745440044E+09, -1.774099202072620E+10, -6.269727938476392E+09,  4.523332084300983E-01,  3.455492847856302E+00,  1.364217514925743E+00,  6.317708779663392E+04,  1.894001443983468E+10, -3.739956956204108E+00,",
"2415364.500000000, A.D. 1900-Dec-11 00:00:00.0000, -2.147162857810620E+09, -1.763184632093459E+10, -6.226644751570628E+09,  4.536745629207437E-01,  3.466505148982564E+00,  1.368107975351726E+00,  6.278305597593999E+04,  1.882188667177863E+10, -3.751681369902691E+00,",
"2415729.500000000, A.D. 1901-Dec-11 00:00:00.0000, -2.132834409916496E+09, -1.752235113350505E+10, -6.183438141550074E+09,  4.550324204263658E-01,  3.477657718392216E+00,  1.372045117280550E+00,  6.238778306906674E+04,  1.870338683544630E+10, -3.763553905886254E+00,",
"2416094.500000000, A.D. 1902-Dec-11 00:00:00.0000, -2.118462875989203E+09, -1.741250198610388E+10, -6.140106620940882E+09,  4.564071159620802E-01,  3.488953673064534E+00,  1.376029920256583E+00,  6.199125332396406E+04,  1.858451020849186E+10, -3.775577829599303E+00,",
"2416459.500000000, A.D. 1903-Dec-11 00:00:00.0000, -2.104047719765198E+09, -1.730229430601725E+10, -6.096648670553597E+09,  4.577989868008380E-01,  3.500396266977342E+00,  1.380063418643927E+00,  6.159345063772016E+04,  1.846525196338379E+10, -3.787756552602892E+00,",
"2416825.500000000, A.D. 1904-Dec-11 00:00:00.0000, -2.089548718077249E+09, -1.719141997841834E+10, -6.052943146923880E+09,  4.592122910171499E-01,  3.512020863769119E+00,  1.384157957072468E+00,  6.119326335077950E+04,  1.834527883297150E+10, -3.800127659617182E+00,",
"2417190.500000000, A.D. 1905-Dec-11 00:00:00.0000, -2.075044539328696E+09, -1.708048007653220E+10, -6.009227286820760E+09,  4.606397206885668E-01,  3.523767444456382E+00,  1.388292281463031E+00,  6.079286138886454E+04,  1.822524134462100E+10, -3.812627230132189E+00,",
"2417555.500000000, A.D. 1906-Dec-11 00:00:00.0000, -2.060495056258988E+09, -1.696916726660502E+10, -5.965380229150270E+09,  4.620855436108294E-01,  3.535671139932385E+00,  1.392478642041826E+00,  6.039113587524454E+04,  1.810480706545154E+10, -3.825292601118509E+00,",
"2417920.500000000, A.D. 1907-Dec-11 00:00:00.0000, -2.045899682137434E+09, -1.685747653620717E+10, -5.921400314785517E+09,  4.635501813480477E-01,  3.547735626707994E+00,  1.396718193341355E+00,  5.998806916726592E+04,  1.798397070632866E+10, -3.838127626509029E+00,",
"2418286.500000000, A.D. 1908-Dec-11 00:00:00.0000, -2.031217637985310E+09, -1.674509517244525E+10, -5.877164799562568E+09,  4.650381389273940E-01,  3.559998455677703E+00,  1.401023975799888E+00,  5.958253330937659E+04,  1.786239411468488E+10, -3.851172187583003E+00,",
"2418651.500000000, A.D. 1909-Dec-11 00:00:00.0000, -2.016528539139907E+09, -1.663263201555334E+10, -5.832913668601045E+09,  4.665417115986331E-01,  3.572396606560410E+00,  1.405373724067260E+00,  5.917672581674436E+04,  1.774073608899385E+10, -3.864359184837038E+00,",
"2419016.500000000, A.D. 1910-Dec-11 00:00:00.0000, -2.001791707684455E+09, -1.651977515786520E+10, -5.788524469145600E+09,  4.680654026297096E-01,  3.584967498901932E+00,  1.409780445918843E+00,  5.876952160388882E+04,  1.761865933711393E+10, -3.877728365810383E+00,",
"2419381.500000000, A.D. 1911-Dec-11 00:00:00.0000, -1.987006501218363E+09, -1.640651908469412E+10, -5.743995383150229E+09,  4.696097232236941E-01,  3.597715408482582E+00,  1.414245498368576E+00,  5.836090127136608E+04,  1.749615804323816E+10, -3.891284219579323E+00,",
"2419747.500000000, A.D. 1912-Dec-11 00:00:00.0000, -1.972131550966563E+09, -1.629254618350984E+10, -5.699201967153637E+09,  4.711795308706463E-01,  3.610680396993287E+00,  1.418782737339589E+00,  5.794971950843420E+04,  1.737288885184404E+10, -3.905069277025548E+00,",
"2420112.500000000, A.D. 1913-Dec-11 00:00:00.0000, -1.957247463306020E+09, -1.617847345223661E+10, -5.654387084639038E+09,  4.727667748654401E-01,  3.623796132149407E+00,  1.423368770795307E+00,  5.753820279529146E+04,  1.724951924490289E+10, -3.919012937440374E+00,",
"2420477.500000000, A.D. 1914-Dec-11 00:00:00.0000, -1.942312971558025E+09, -1.606398411040647E+10, -5.609426594442635E+09,  4.743762206394446E-01,  3.637102462631441E+00,  1.428017364294825E+00,  5.712520878740866E+04,  1.712570675614044E+10, -3.933157492074207E+00,",
"2420842.500000000, A.D. 1915-Dec-11 00:00:00.0000, -1.927327367546196E+09, -1.594907207072962E+10, -5.564318499693374E+09,  4.760083825802736E-01,  3.650604289832345E+00,  1.432730053464902E+00,  5.671071608450889E+04,  1.700144496991506E+10, -3.947508071431642E+00,",
"2421208.500000000, A.D. 1916-Dec-11 00:00:00.0000, -1.912248655761843E+09, -1.583341449011201E+10, -5.518936552487016E+09,  4.776683963831479E-01,  3.664344551732588E+00,  1.437521635449505E+00,  5.629356086211294E+04,  1.687638498042544E+10, -3.962110229618435E+00,",
"2421573.500000000, A.D. 1917-Dec-11 00:00:00.0000, -1.897158487807246E+09, -1.571763695283709E+10, -5.473526638446452E+09,  4.793478155368305E-01,  3.678253461677364E+00,  1.442367589522841E+00,  5.587600007818110E+04,  1.675120340664610E+10, -3.976889726338877E+00,",
"2421938.500000000, A.D. 1918-Dec-11 00:00:00.0000, -1.882014972261397E+09, -1.560141746617314E+10, -5.427962817928371E+09,  4.810517848914046E-01,  3.692373717780826E+00,  1.447282604513017E+00,  5.545687293891887E+04,  1.662555225135217E+10, -3.991891856269411E+00,",
"2422303.500000000, A.D. 1919-Dec-11 00:00:00.0000, -1.866817324944333E+09, -1.548474927700423E+10, -5.382242885827267E+09,  4.827809332289261E-01,  3.706710944322189E+00,  1.452268416386259E+00,  5.503615571752602E+04,  1.649942440142788E+10, -4.007122501324721E+00,",
"2422669.500000000, A.D. 1920-Dec-11 00:00:00.0000, -1.851522877948112E+09, -1.536730393151992E+10, -5.336238667439092E+09,  4.845407239686915E-01,  3.721311215623011E+00,  1.457340803094113E+00,  5.461266474203388E+04,  1.637246500094427E+10, -4.022630498906996E+00,",
"2423034.500000000, A.D. 1921-Dec-11 00:00:00.0000, -1.836214381941509E+09, -1.524971606719524E+10, -5.290199226588846E+09,  4.863221885544449E-01,  3.736100916303299E+00,  1.462473970172756E+00,  5.418868909295677E+04,  1.624536029897530E+10, -4.038337557766973E+00,",
